epoch,loss,acc,acc_final20,norm,early,late,val_acc,val_acc_f20,val_norm,time_s
240,0.6183,0.7023,0.7912,0.3564,0.2464,0.1230,0.6788,0.7795,0.4002,2.8
241,0.6163,0.7016,0.7905,0.3558,0.2474,0.1218,0.0000,0.0000,0.0000,0.9
242,0.6178,0.7034,0.7931,0.3550,0.2450,0.1227,0.0000,0.0000,0.0000,0.9
243,0.6166,0.7040,0.7929,0.3540,0.2459,0.1208,0.0000,0.0000,0.0000,1.0
244,0.6173,0.7021,0.7932,0.3572,0.2489,0.1218,0.0000,0.0000,0.0000,0.9
245,0.6145,0.7029,0.7974,0.3546,0.2460,0.1213,0.6939,0.7610,0.3574,2.8
246,0.6128,0.7033,0.7899,0.3543,0.2460,0.1209,0.0000,0.0000,0.0000,0.9
247,0.6136,0.7045,0.7949,0.3528,0.2454,0.1200,0.0000,0.0000,0.0000,1.0
248,0.6115,0.7069,0.7964,0.3503,0.2438,0.1193,0.0000,0.0000,0.0000,1.0
249,0.6124,0.7039,0.7918,0.3510,0.2436,0.1194,0.0000,0.0000,0.0000,0.9
250,0.6120,0.7067,0.7936,0.3499,0.2427,0.1190,0.6936,0.7835,0.3820,2.8
251,0.6369,0.6914,0.7823,0.3705,0.2529,0.1287,0.0000,0.0000,0.0000,2.5
252,0.6364,0.6898,0.7793,0.3697,0.2520,0.1286,0.0000,0.0000,0.0000,0.9
253,0.6320,0.6930,0.7875,0.3667,0.2510,0.1259,0.0000,0.0000,0.0000,0.9
254,0.6289,0.6936,0.7825,0.3633,0.2490,0.1252,0.0000,0.0000,0.0000,0.9
255,0.6292,0.6932,0.7861,0.3660,0.2506,0.1261,0.7036,0.7825,0.3489,2.9
256,0.6284,0.6938,0.7866,0.3643,0.2501,0.1252,0.0000,0.0000,0.0000,1.0
257,0.6265,0.6943,0.7899,0.3620,0.2495,0.1230,0.0000,0.0000,0.0000,0.9
258,0.6264,0.6975,0.7933,0.3609,0.2485,0.1231,0.0000,0.0000,0.0000,0.9
259,0.6255,0.6930,0.7835,0.3643,0.2505,0.1244,0.0000,0.0000,0.0000,0.9
260,0.6260,0.6965,0.7932,0.3613,0.2498,0.1218,0.6859,0.7830,0.3692,2.8
261,0.6258,0.6939,0.7876,0.3615,0.2495,0.1221,0.0000,0.0000,0.0000,1.0
262,0.6237,0.6957,0.7870,0.3610,0.2492,0.1220,0.0000,0.0000,0.0000,1.0
263,0.6245,0.6928,0.7875,0.3637,0.2512,0.1233,0.0000,0.0000,0.0000,0.9
264,0.6259,0.6939,0.7855,0.3638,0.2505,0.1243,0.0000,0.0000,0.0000,1.0
265,0.6229,0.6954,0.7900,0.3614,0.2492,0.1230,0.6944,0.7930,0.3760,2.8
266,0.6216,0.6973,0.7918,0.3592,0.2483,0.1210,0.0000,0.0000,0.0000,0.9
267,0.6223,0.6938,0.7830,0.3609,0.2486,0.1226,0.0000,0.0000,0.0000,1.0
268,0.6264,0.6943,0.7885,0.3653,0.2521,0.1242,0.0000,0.0000,0.0000,0.9
269,0.6215,0.6958,0.7901,0.3602,0.2486,0.1223,0.0000,0.0000,0.0000,1.1
270,0.6183,0.6977,0.7916,0.3581,0.2484,0.1206,0.6821,0.7825,0.4033,2.9
